"sample_id","device_timestamp_ns","x_mG","y_mG","z_mG"
"1778","599616097031672576","-374","67","440"
"1779","599616097036548608","-621","164","560"
"1780","599616097041424768","-1039","279","652"
"1781","599616097046300800","-1701","501","777"
"1782","599616097051176960","-2929","1095","1051"
"1783","599616097056052992","-6367","2191","1158"
"1784","599616097060929152","-7993","1794","-988"
"1785","599616097065805184","-6504","931","-2277"
"1786","599616097070681344","-3210","195","-196"
"1787","599616097075557376","-2331","-454","638"
"1788","599616097080433536","-3002","-698","595"
"1789","599616097085309568","-4363","-380","157"
"1790","599616097090185728","-5095","123","-270"
"1791","599616097095061760","-4292","412","-125"
"1792","599616097099937920","-3497","461","135"
"1793","599616097104813952","-3364","452","116"
"1794","599616097109690112","-3471","458","39"
"1795","599616097114566272","-3378","472","96"
"1796","599616097119442304","-3103","468","218"
"1797","599616097124318464","-2786","442","317"
"1798","599616097129194496","-2510","364","369"
"1799","599616097134070656","-2271","279","370"
"1800","599616097138946582","-2034","216","321"
"1801","599616097143824384","-1828","156","203"
"1802","599616097148702208","-1645","94","66"
"1803","599616097153580032","-1450","42","-23"
"1804","599616097158457728","-1248","11","-128"
"1805","599616097163335552","-1094","-11","-140"
"1806","599616097168213376","-973","-21","-54"
"1807","599616097173091200","-857","-26","-24"
"1808","599616097177968896","-740","-28","-24"
"1809","599616097182846720","-584","-30","-22"
"1810","599616097187724544","-439","-32","-42"
"1811","599616097192602368","-284","-35","-42"
"1812","599616097197480064","-147","-36","-23"
"1813","599616097202357888","-33","-42","-6"
"1814","599616097207235712","-12","-28","-20"
"1815","599616097212113536","125","-19","-63"
"1816","599616097216991232","238","-17","-66"
"1817","599616097221869056","392","-14","-87"
"1818","599616097226746880","478","-3","-93"
"1819","599616097231624704","588","7","-107"
"1820","599616097236502400","655","18","-98"
"1821","599616097241380224","744","33","-104"
"1822","599616097246258048","765","54","-100"
"1823","599616097251135872","799","56","-111"
"1824","599616097256013568","828","55","-112"
"1825","599616097260891392","816","41","-108"
"1826","599616097265769216","770","34","-99"
"1827","599616097270647040","690","25","-87"
"1828","599616097275524864","562","25","-67"
"1829","599616097280402560","462","20","-47"
"1830","599616097285280384","354","20","-23"
"1831","599616097290158208","249","11","-5"
"1832","599616097295036032","158","2","15"
"1833","599616097299913728","72","-5","46"
"1834","599616097304791552","5","-7","72"
"1835","599616097309669376","-39","-9","76"
"1836","599616097314547138","-104","-7","79"
"1837","599616097319425024","-155","-1","79"
"1838","599616097324302848","-221","9","73"
"1839","599616097329180672","-256","22","57"
"1840","599616097334058368","-308","43","36"
"1841","599616097338936192","-370","62","15"
"1842","599616097343814016","-395","77","-2"
"1843","599616097348691840","-427","85","-11"
"1844","599616097353569536","-442","103","-23"
"1845","599616097358447360","-448","132","-33"
"1846","599616097363325184","-439","161","-45"
"1847","599616097368203008","-406","170","-64"
"1848","599616097373080704","-374","171","-82"
"1849","599616097377958528","-312","167","-96"
"1850","599616097382836352","-249","161","-104"
"1851","599616097387714176","-201","148","-108"
"1852","599616097392591872","-115","128","-111"
"1853","599616097397469696","-53","104","-122"
"1854","599616097402347520","-11","90","-142"
"1855","599616097407225344","1","85","-187"
"1856","599616097412103040","6","56","-245"
"1857","599616097416980864","1","5","-259"
"1858","599616097421858688","-8","-37","-233"
"1859","599616097426736512","-21","-75","-102"
"1860","599616097431614336","-58","-79","59"
"1861","599616097436492032","-141","-46","252"
"1862","599616097441369856","-300","-7","405"
"1863","599616097446247680","-526","52","500"
"1864","599616097451125504","-825","119","594"
"1865","599616097456003200","-1237","216","724"
"1866","599616097460881024","-1950","386","838"
"1867","599616097465758848","-3640","793","1406"
"1868","599616097470636672","-6996","1781","572"
"1869","599616097475514368","-7992","2302","-1581"
"1870","599616097480392192","-5794","721","-1912"
"1871","599616097485270016","-3296","-668","-409"
"1872","599616097490147710","-2761","-688","101"
"1873","599616097495024640","-3060","-413","522"
"1874","599616097499901568","-3691","-240","633"
"1875","599616097504778496","-4076","51","488"
"1876","599616097509655424","-4087","351","346"
"1877","599616097514532480","-3965","514","100"
"1878","599616097519409408","-3755","588","-91"
"1879","599616097524286336","-3499","587","-101"
"1880","599616097529163264","-3229","554","94"
"1881","599616097534040192","-2968","490","363"
"1882","599616097538917120","-2737","456","508"
"1883","599616097543794048","-2521","371","543"
"1884","599616097548671104","-2290","252","510"
"1885","599616097553548032","-2039","145","460"
"1886","599616097558424960","-1807","53","390"
"1887","599616097563301888","-1624","-4","287"
"1888","599616097568178816","-1511","-13","167"
"1889","599616097573055744","-1431","15","5"
"1890","599616097577932672","-1352","76","-116"
"1891","599616097582809600","-1210","98","-168"
"1892","599616097587686656","-1014","119","-196"
"1893","599616097592563584","-813","112","-159"
"1894","599616097597440512","-591","90","-69"
"1895","599616097602317440","-400","80","-21"
"1896","599616097607194368","-222","66","-25"
"1897","599616097612071296","-67","46","-18"
"1898","599616097616948224","50","49","-12"
"1899","599616097621825280","170","54","-20"
"1900","599616097626702208","258","81","-36"
"1901","599616097631579136","346","93","-64"
"1902","599616097636456064","414","111","-95"
"1903","599616097641332992","484","125","-122"
"1904","599616097646209920","558","134","-125"
"1905","599616097651086848","647","145","-133"
"1906","599616097655963904","739","139","-141"
"1907","599616097660840832","717","176","-187"
"1908","599616097665717754","836","179","-220"
"1909","599616097670592128","903","174","-158"
"1910","599616097675466496","913","162","-155"
"1911","599616097680340992","822","139","-161"
"1912","599616097685215360","687","101","-149"
"1913","599616097690089728","541","69","-137"
"1914","599616097694964096","452","15","-114"
"1915","599616097699838592","354","-18","-61"
"1916","599616097704712960","260","-42","-20"
"1917","599616097709587328","184","-69","-3"
"1918","599616097714461696","100","-105","31"
"1919","599616097719336192","27","-136","79"
"1920","599616097724210560","-28","-144","87"
"1921","599616097729084928","-119","-145","85"
"1922","599616097733959424","-216","-142","73"
"1923","599616097738833792","-286","-134","50"
"1924","599616097743708160","-375","-111","28"
"1925","599616097748582528","-432","-78","13"
"1926","599616097753457024","-482","-46","0"
"1927","599616097758331392","-500","-29","-11"
"1928","599616097763205760","-531","-11","-19"
"1929","599616097768080128","-542","18","-28"
"1930","599616097772954624","-535","57","-41"
"1931","599616097777828992","-510","81","-57"
"1932","599616097782703360","-487","93","-70"
"1933","599616097787577856","-414","99","-68"
"1934","599616097792452224","-319","106","-64"
"1935","599616097797326592","-227","102","-45"
"1936","599616097802200960","-127","88","-31"
"1937","599616097807075456","-35","85","-21"
"1938","599616097811949824","12","87","-14"
"1939","599616097816824192","54","87","-22"
"1940","599616097821698560","95","80","-45"
"1941","599616097826573056","103","47","-91"
"1942","599616097831447424","70","9","-114"
"1943","599616097836321792","20","-6","-88"
"1944","599616097841196260","-32","3","-10"
"1945","599616097846072448","-137","45","104"
"1946","599616097850948608","-315","107","232"
"1947","599616097855824640","-589","191","385"
"1948","599616097860700800","-1035","284","539"
"1949","599616097865576832","-1779","537","794"
"1950","599616097870452992","-3359","1167","1473"
"1951","599616097875329024","-7583","2744","1387"
"1952","599616097880205184","-7965","1488","-1900"
"1953","599616097885081216","-5438","289","-1773"
"1954","599616097889957376","-2397","-21","11"
"1955","599616097894833408","-1965","-281","516"
"1956","599616097899709568","-3028","-479","698"
"1957","599616097904585600","-4422","-195","262"
"1958","599616097909461760","-5418","157","-171"
"1959","599616097914337792","-4469","336","-88"
"1960","599616097919213952","-3325","396","301"
"1961","599616097924089984","-3121","456","324"
"1962","599616097928966144","-3296","530","104"
"1963","599616097933842176","-3254","569","-14"
"1964","599616097938718336","-2907","514","77"
"1965","599616097943594368","-2484","457","234"
"1966","599616097948470528","-2181","377","293"
"1967","599616097953346560","-1988","259","318"
"1968","599616097958222720","-1833","161","288"
"1969","599616097963098880","-1689","69","231"
"1970","599616097967974912","-1541","1","177"
"1971","599616097972851072","-1396","-25","120"
"1972","599616097977727104","-1248","-33","90"
"1973","599616097982603264","-1132","-36","32"
"1974","599616097987479296","-1016","-31","-11"
"1975","599616097992355456","-911","-26","-27"
"1976","599616097997231488","-761","-16","-31"
"1977","599616098002107648","-595","3","-24"
"1978","599616098006983680","-450","24","-6"
"1979","599616098011859840","-295","49","6"
"1980","599616098016735816","-178","69","0"
"1981","599616098021612800","-48","69","-19"
"1982","599616098026489728","50","77","-58"
"1983","599616098031366656","206","85","-93"
"1984","599616098036243584","380","90","-99"
"1985","599616098041120640","513","102","-116"
"1986","599616098045997568","646","131","-114"
"1987","599616098050874496","781","137","-89"
"1988","599616098055751424","882","148","-74"
"1989","599616098060628352","963","163","-75"
"1990","599616098065505280","1011","168","-59"
"1991","599616098070382208","1049","163","-60"
"1992","599616098075259136","1026","147","-59"
"1993","599616098080136192","966","107","-63"
"1994","599616098085013120","824","82","-63"
"1995","599616098089890048","676","30","-62"
"1996","599616098094766976","533","-20","-47"
"1997","599616098099643904","440","-60","-28"
"1998","599616098104520832","327","-111","-16"
"1999","599616098109397760","233","-148","-8"
"2000","599616098114274816","141","-174","7"
"2001","599616098119151744","60","-206","27"
"2002","599616098124028672","-2","-215","35"
"2003","599616098128905600","-64","-200","32"
"2004","599616098133782528","-126","-162","16"
"2005","599616098138659456","-204","-139","-8"
"2006","599616098143536384","-241","-80","-17"
"2007","599616098148413312","-277","-36","-28"
"2008","599616098153290368","-336","3","-44"
"2009","599616098158167296","-382","58","-46"
"2010","599616098163044224","-410","104","-55"
"2011","599616098167921152","-436","160","-52"
"2012","599616098172798080","-437","197","-48"
"2013","599616098177675008","-430","214","-42"
"2014","599616098182551936","-409","224","-53"
"2015","599616098187428992","-384","234","-64"
"2016","599616098192305844","-332","250","-62"
"2017","599616098197183616","-250","255","-55"
"2018","599616098202061440","-202","248","-66"
"2019","599616098206939264","-130","233","-76"
"2020","599616098211816960","-66","213","-110"
"2021","599616098216694784","-15","178","-158"
"2022","599616098221572608","-6","104","-209"
"2023","599616098226450432","-15","38","-210"
"2024","599616098231328128","-58","-16","-104"
"2025","599616098236205952","-133","-39","66"
"2026","599616098241083776","-256","-56","283"
"2027","599616098245961600","-455","-40","502"
"2028","599616098250839296","-753","7","692"
"2029","599616098255717120","-1186","82","854"
"2030","599616098260594944","-1879","212","1005"
"2031","599616098265472768","-3346","604","1339"
"2032","599616098270350464","-6550","1433","1411"
"2033","599616098275228288","-7993","2211","-995"
"2034","599616098280106112","-6517","1090","-2417"
"2035","599616098284983936","-3233","-467","-101"
"2036","599616098289861760","-2396","-641","686"
"2037","599616098294739456","-3405","87","583"
"2038","599616098299617280","-4474","268","83"
"2039","599616098304495104","-4503","212","-193"
"2040","599616098309372928","-3694","319","331"
"2041","599616098314250624","-3232","418","520"
"2042","599616098319128448","-3211","480","419"
"2043","599616098324006272","-3193","552","284"
